name	compactsave	version	level	ShowLevel	levelreq	reqstr	reqdex	rarity	spawnable	speed	durability	nodurability	cost	gamble cost	code	alternategfx	namestr	auto prefix	normcode	ubercode	ultracode	component	invwidth	invheight	hasinv	gemsockets	gemapplytype	flippyfile	invfile	uniqueinvfile	Transmogrify	TMogType	TMogMin	TMogMax	useable	type	type2	dropsound	dropsfxframe	usesound	unique	transparent	transtbl	lightradius	belt	autobelt	stackable	minstack	maxstack	spawnstack	quest	questdiffcheck	missiletype	spellicon	pSpell	state	cstate1	cstate2	len	stat1	calc1	stat2	calc2	stat3	calc3	spelldesc	spelldescstr	spelldescstr2	spelldesccalc	spelldesccolor	durwarning	qntwarning	gemoffset	BetterGem	bitfield1	CharsiMin	CharsiMax	CharsiMagicMin	CharsiMagicMax	CharsiMagicLvl	GheedMin	GheedMax	GheedMagicMin	GheedMagicMax	GheedMagicLvl	AkaraMin	AkaraMax	AkaraMagicMin	AkaraMagicMax	AkaraMagicLvl	FaraMin	FaraMax	FaraMagicMin	FaraMagicMax	FaraMagicLvl	LysanderMin	LysanderMax	LysanderMagicMin	LysanderMagicMax	LysanderMagicLvl	DrognanMin	DrognanMax	DrognanMagicMin	DrognanMagicMax	DrognanMagicLvl	HratliMin	HratliMax	HratliMagicMin	HratliMagicMax	HratliMagicLvl	AlkorMin	AlkorMax	AlkorMagicMin	AlkorMagicMax	AlkorMagicLvl	OrmusMin	OrmusMax	OrmusMagicMin	OrmusMagicMax	OrmusMagicLvl	ElzixMin	ElzixMax	ElzixMagicMin	ElzixMagicMax	ElzixMagicLvl	AshearaMin	AshearaMax	AshearaMagicMin	AshearaMagicMax	AshearaMagicLvl	CainMin	CainMax	CainMagicMin	CainMagicMax	CainMagicLvl	HalbuMin	HalbuMax	HalbuMagicMin	HalbuMagicMax	HalbuMagicLvl	MalahMin	MalahMax	MalahMagicMin	MalahMagicMax	MalahMagicLvl	LarzukMin	LarzukMax	LarzukMagicMin	LarzukMagicMax	LarzukMagicLvl	AnyaMin	AnyaMax	AnyaMagicMin	AnyaMagicMax	AnyaMagicLvl	JamellaMin	JamellaMax	JamellaMagicMin	JamellaMagicMax	JamellaMagicLvl	Transform	InvTrans	SkipName	NightmareUpgrade	HellUpgrade	mindam	maxdam	PermStoreItem	multibuy	Nameable	diablocloneweight
Tempering Scroll A Tier - Lightning Resist	1	100	0	0	0			2	1	0		1	1		a03	a01	a03		a03	a03	a03	16	1	1	0	0	0	flpscr	invscb		0	xxx			0	craf		item_scroll	10	item_scroll	0	0	5	0	0	0	0	0	0	0			0	-1	-1											2	StrTemperingItem			8	0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Tempering Scroll A Tier - Poison Resist	1	100	0	0	0			2	1	0		1	1		a04	a01	a04		a04	a04	a04	16	1	1	0	0	0	flpscr	invscb		0	xxx			0	craf		item_scroll	10	item_scroll	0	0	5	0	0	0	0	0	0	0			0	-1	-1											2	StrTemperingItem			8	0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Tempering Scroll A Tier - Magic Resist	1	100	0	0	0			2	1	0		1	1		a05	a01	a05		a05	a05	a05	16	1	1	0	0	0	flpscr	invscb		0	xxx			0	craf		item_scroll	10	item_scroll	0	0	5	0	0	0	0	0	0	0			0	-1	-1											2	StrTemperingItem			8	0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Tempering Scroll A Tier - Damage Resist	1	100	0	0	0			2	1	0		1	1		a06	a01	a06		a06	a06	a06	16	1	1	0	0	0	flpscr	invscb		0	xxx			0	craf		item_scroll	10	item_scroll	0	0	5	0	0	0	0	0	0	0			0	-1	-1											2	StrTemperingItem			8	0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Tempering Scroll A Tier - Absorb Fire	1	100	0	0	0			2	1	0		1	1		a07	a01	a07		a07	a07	a07	16	1	1	0	0	0	flpscr	invscb		0	xxx			0	craf		item_scroll	10	item_scroll	0	0	5	0	0	0	0	0	0	0			0	-1	-1											2	StrTemperingItem			8	0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Tempering Scroll A Tier - Absorb Cold	1	100	0	0	0			2	1	0		1	1		a08	a01	a08		a08	a08	a08	16	1	1	0	0	0	flpscr	invscb		0	xxx			0	craf		item_scroll	10	item_scroll	0	0	5	0	0	0	0	0	0	0			0	-1	-1											2	StrTemperingItem			8	0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Tempering Scroll A Tier - Absorb Lightning	1	100	0	0	0			2	1	0		1	1		a09	a01	a09		a09	a09	a09	16	1	1	0	0	0	flpscr	invscb		0	xxx			0	craf		item_scroll	10	item_scroll	0	0	5	0	0	0	0	0	0	0			0	-1	-1											2	StrTemperingItem			8	0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Tempering Scroll A Tier - Absorb Magic	1	100	0	0	0			2	1	0		1	1		a10	a01	a10		a10	a10	a10	16	1	1	0	0	0	flpscr	invscb		0	xxx			0	craf		item_scroll	10	item_scroll	0	0	5	0	0	0	0	0	0	0			0	-1	-1											2	StrTemperingItem			8	0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Tempering Scroll A Tier - Life Regen	1	100	0	0	0			2	1	0		1	1		a11	a01	a11		a11	a11	a11	16	1	1	0	0	0	flpscr	invscb		0	xxx			0	craf		item_scroll	10	item_scroll	0	0	5	0	0	0	0	0	0	0			0	-1	-1											2	StrTemperingItem			8	0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Tempering Scroll A Tier - Mana Regen	1	100	0	0	0			2	1	0		1	1		a12	a01	a12		a12	a12	a12	16	1	1	0	0	0	flpscr	invscb		0	xxx			0	craf		item_scroll	10	item_scroll	0	0	5	0	0	0	0	0	0	0			0	-1	-1											2	StrTemperingItem			8	0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Tempering Scroll A Tier - Mana Steal	1	100	0	0	0			2	1	0		1	1		a13	a01	a13		a13	a13	a13	16	1	1	0	0	0	flpscr	invscb		0	xxx			0	craf		item_scroll	10	item_scroll	0	0	5	0	0	0	0	0	0	0			0	-1	-1											2	StrTemperingItem			8	0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Tempering Scroll A Tier - Life Steal	1	100	0	0	0			2	1	0		1	1		a14	a01	a14		a14	a14	a14	16	1	1	0	0	0	flpscr	invscb		0	xxx			0	craf		item_scroll	10	item_scroll	0	0	5	0	0	0	0	0	0	0			0	-1	-1											2	StrTemperingItem			8	0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Tempering Scroll A Tier - Magic Find	1	100	0	0	0			2	1	0		1	1		a15	a01	a15		a15	a15	a15	16	1	1	0	0	0	flpscr	invscb		0	xxx			0	craf		item_scroll	10	item_scroll	0	0	5	0	0	0	0	0	0	0			0	-1	-1											2	StrTemperingItem			8	0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Tempering Scroll A Tier - Gold Find	1	100	0	0	0			2	1	0		1	1		a16	a01	a16		a16	a16	a16	16	1	1	0	0	0	flpscr	invscb		0	xxx			0	craf		item_scroll	10	item_scroll	0	0	5	0	0	0	0	0	0	0			0	-1	-1											2	StrTemperingItem			8	0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Tempering Scroll A Tier - Chance of Block	1	100	0	0	0			2	1	0		1	1		a17	a01	a17		a17	a17	a17	16	1	1	0	0	0	flpscr	invscb		0	xxx			0	craf		item_scroll	10	item_scroll	0	0	5	0	0	0	0	0	0	0			0	-1	-1											2	StrTemperingItem			8	0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Tempering Scroll A Tier - Faster Block Rate	1	100	0	0	0			2	1	0		1	1		a18	a01	a18		a18	a18	a18	16	1	1	0	0	0	flpscr	invscb		0	xxx			0	craf		item_scroll	10	item_scroll	0	0	5	0	0	0	0	0	0	0			0	-1	-1											2	StrTemperingItem			8	0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Tempering Scroll A Tier - Faster Run/Walk	1	100	0	0	0			2	1	0		1	1		a19	a01	a19		a19	a19	a19	16	1	1	0	0	0	flpscr	invscb		0	xxx			0	craf		item_scroll	10	item_scroll	0	0	5	0	0	0	0	0	0	0			0	-1	-1											2	StrTemperingItem			8	0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Tempering Scroll A Tier - Faster Hit Recovery	1	100	0	0	0			2	1	0		1	1		a20	a01	a20		a20	a20	a20	16	1	1	0	0	0	flpscr	invscb		0	xxx			0	craf		item_scroll	10	item_scroll	0	0	5	0	0	0	0	0	0	0			0	-1	-1											2	StrTemperingItem			8	0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Tempering Scroll A Tier - Dodge	1	100	0	0	0			2	1	0		1	1		a21	a01	a21		a21	a21	a21	16	1	1	0	0	0	flpscr	invscb		0	xxx			0	craf		item_scroll	10	item_scroll	0	0	5	0	0	0	0	0	0	0			0	-1	-1											2	StrTemperingItem			8	0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Tempering Scroll A Tier - Avoid	1	100	0	0	0			2	1	0		1	1		a22	a01	a22		a22	a22	a22	16	1	1	0	0	0	flpscr	invscb		0	xxx			0	craf		item_scroll	10	item_scroll	0	0	5	0	0	0	0	0	0	0			0	-1	-1											2	StrTemperingItem			8	0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Tempering Scroll A Tier - Evade	1	100	0	0	0			2	1	0		1	1		a23	a01	a23		a23	a23	a23	16	1	1	0	0	0	flpscr	invscb		0	xxx			0	craf		item_scroll	10	item_scroll	0	0	5	0	0	0	0	0	0	0			0	-1	-1											2	StrTemperingItem			8	0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Tempering Scroll A Tier - % Attack Rating	1	100	0	0	0			2	1	0		1	1		a24	a01	a24		a24	a24	a24	16	1	1	0	0	0	flpscr	invscb		0	xxx			0	craf		item_scroll	10	item_scroll	0	0	5	0	0	0	0	0	0	0			0	-1	-1											2	StrTemperingItem			8	0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Tempering Scroll A Tier - Target Defense	1	100	0	0	0			2	1	0		1	1		a25	a01	a25		a25	a25	a25	16	1	1	0	0	0	flpscr	invscb		0	xxx			0	craf		item_scroll	10	item_scroll	0	0	5	0	0	0	0	0	0	0			0	-1	-1											2	StrTemperingItem			8	0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Tempering Scroll A Tier - Enhanced Defense%	1	100	0	0	0			2	1	0		1	1		a26	a01	a26		a26	a26	a26	16	1	1	0	0	0	flpscr	invscb		0	xxx			0	craf		item_scroll	10	item_scroll	0	0	5	0	0	0	0	0	0	0			0	-1	-1											2	StrTemperingItem			8	0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Tempering Scroll S Tier - Faster Cast Rate	1	100	0	0	0			3	1	0		1	1		c01	c01	c01		c01	c01	c01	16	1	1	0	0	0	flpscr	invscb		0	xxx			0	craf		item_scroll	10	item_scroll	0	0	5	0	0	0	0	0	0	0			0	-1	-1											2	StrTemperingItem			8	0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Tempering Scroll S Tier - Increased Attack Speed	1	100	0	0	0			3	1	0		1	1		c02	c01	c02		c02	c02	c02	16	1	1	0	0	0	flpscr	invscb		0	xxx			0	craf		item_scroll	10	item_scroll	0	0	5	0	0	0	0	0	0	0			0	-1	-1											2	StrTemperingItem			8	0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Tempering Scroll S Tier - Enhanced Damage%	1	100	0	0	0			3	1	0		1	1		c03	c01	c03		c03	c03	c03	16	1	1	0	0	0	flpscr	invscb		0	xxx			0	craf		item_scroll	10	item_scroll	0	0	5	0	0	0	0	0	0	0			0	-1	-1											2	StrTemperingItem			8	0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Tempering Scroll S Tier - Fire DMG%	1	100	0	0	0			3	1	0		1	1		c04	c01	c04		c04	c04	c04	16	1	1	0	0	0	flpscr	invscb		0	xxx			0	craf		item_scroll	10	item_scroll	0	0	5	0	0	0	0	0	0	0			0	-1	-1											2	StrTemperingItem			8	0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Tempering Scroll S Tier - Cold DMG%	1	100	0	0	0			3	1	0		1	1		c05	c01	c05		c05	c05	c05	16	1	1	0	0	0	flpscr	invscb		0	xxx			0	craf		item_scroll	10	item_scroll	0	0	5	0	0	0	0	0	0	0			0	-1	-1											2	StrTemperingItem			8	0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Tempering Scroll S Tier - Lightning DMG%	1	100	0	0	0			3	1	0		1	1		c06	c01	c06		c06	c06	c06	16	1	1	0	0	0	flpscr	invscb		0	xxx			0	craf		item_scroll	10	item_scroll	0	0	5	0	0	0	0	0	0	0			0	-1	-1											2	StrTemperingItem			8	0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Tempering Scroll S Tier - Poison DMG%	1	100	0	0	0			3	1	0		1	1		c07	c01	c07		c07	c07	c07	16	1	1	0	0	0	flpscr	invscb		0	xxx			0	craf		item_scroll	10	item_scroll	0	0	5	0	0	0	0	0	0	0			0	-1	-1											2	StrTemperingItem			8	0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Tempering Scroll S Tier - Magic DMG%	1	100	0	0	0			3	1	0		1	1		c08	c01	c08		c08	c08	c08	16	1	1	0	0	0	flpscr	invscb		0	xxx			0	craf		item_scroll	10	item_scroll	0	0	5	0	0	0	0	0	0	0			0	-1	-1											2	StrTemperingItem			8	0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Tempering Scroll S Tier - Enemy Fire Res	1	100	0	0	0			3	1	0		1	1		c09	c01	c09		c09	c09	c09	16	1	1	0	0	0	flpscr	invscb		0	xxx			0	craf		item_scroll	10	item_scroll	0	0	5	0	0	0	0	0	0	0			0	-1	-1											2	StrTemperingItem			8	0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Tempering Scroll S Tier - Enemy Cold Res	1	100	0	0	0			3	1	0		1	1		c10	c01	c10		c10	c10	c10	16	1	1	0	0	0	flpscr	invscb		0	xxx			0	craf		item_scroll	10	item_scroll	0	0	5	0	0	0	0	0	0	0			0	-1	-1											2	StrTemperingItem			8	0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Tempering Scroll S Tier - Enemy Lightning Res	1	100	0	0	0			3	1	0		1	1		c11	c01	c11		c11	c11	c11	16	1	1	0	0	0	flpscr	invscb		0	xxx			0	craf		item_scroll	10	item_scroll	0	0	5	0	0	0	0	0	0	0			0	-1	-1											2	StrTemperingItem			8	0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Tempering Scroll S Tier - Enemy Poison Res	1	100	0	0	0			3	1	0		1	1		c12	c01	c12		c12	c12	c12	16	1	1	0	0	0	flpscr	invscb		0	xxx			0	craf		item_scroll	10	item_scroll	0	0	5	0	0	0	0	0	0	0			0	-1	-1											2	StrTemperingItem			8	0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Tempering Scroll S Tier - Enemy Magic Res	1	100	0	0	0			3	1	0		1	1		c13	c01	c13		c13	c13	c13	16	1	1	0	0	0	flpscr	invscb		0	xxx			0	craf		item_scroll	10	item_scroll	0	0	5	0	0	0	0	0	0	0			0	-1	-1											2	StrTemperingItem			8	0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Tempering Scroll S Tier - Crushing Blow	1	100	0	0	0			3	1	0		1	1		c14	c01	c14		c14	c14	c14	16	1	1	0	0	0	flpscr	invscb		0	xxx			0	craf		item_scroll	10	item_scroll	0	0	5	0	0	0	0	0	0	0			0	-1	-1											2	StrTemperingItem			8	0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Tempering Scroll S Tier - Open Wounds	1	100	0	0	0			3	1	0		1	1		c15	c01	c15		c15	c15	c15	16	1	1	0	0	0	flpscr	invscb		0	xxx			0	craf		item_scroll	10	item_scroll	0	0	5	0	0	0	0	0	0	0			0	-1	-1											2	StrTemperingItem			8	0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Tempering Scroll S Tier - Deadly Strike	1	100	0	0	0			3	1	0		1	1		c16	c01	c16		c16	c16	c16	16	1	1	0	0	0	flpscr	invscb		0	xxx			0	craf		item_scroll	10	item_scroll	0	0	5	0	0	0	0	0	0	0			0	-1	-1											2	StrTemperingItem			8	0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Tempering Scroll S Tier - Piercing Attack	1	100	0	0	0			3	1	0		1	1		c17	c01	c17		c17	c17	c17	16	1	1	0	0	0	flpscr	invscb		0	xxx			0	craf		item_scroll	10	item_scroll	0	0	5	0	0	0	0	0	0	0			0	-1	-1											2	StrTemperingItem			8	0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Tempering Scroll S Tier - Add Experience	1	100	0	0	0			3	1	0		1	1		c18	c01	c18		c18	c18	c18	16	1	1	0	0	0	flpscr	invscb		0	xxx			0	craf		item_scroll	10	item_scroll	0	0	5	0	0	0	0	0	0	0			0	-1	-1											2	StrTemperingItem			8	0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
