description	enabled	firstLadderSeason	lastLadderSeason	min diff	version	op	param	value	class	numinputs	input 1	input 2	input 3	input 4	input 5	input 6	input 7	output	lvl	plvl	ilvl	mod 1	mod 1 chance	mod 1 param	mod 1 min	mod 1 max	mod 2	mod 2 chance	mod 2 param	mod 2 min	mod 2 max	mod 3	mod 3 chance	mod 3 param	mod 3 min	mod 3 max	mod 4	mod 4 chance	mod 4 param	mod 4 min	mod 4 max	mod 5	mod 5 chance	mod 5 param	mod 5 min	mod 5 max	output b	b lvl	b plvl	b ilvl	b mod 1	b mod 1 chance	b mod 1 param	b mod 1 min	b mod 1 max	b mod 2	b mod 2 chance	b mod 2 param	b mod 2 min	b mod 2 max	b mod 3	b mod 3 chance	b mod 3 param	b mod 3 min	b mod 3 max	b mod 4	b mod 4 chance	b mod 4 param	b mod 4 min	b mod 4 max	b mod 5	b mod 5 chance	b mod 5 param	b mod 5 min	b mod 5 max	output c	c lvl	c plvl	c ilvl	c mod 1	c mod 1 chance	c mod 1 param	c mod 1 min	c mod 1 max	c mod 2	c mod 2 chance	c mod 2 param	c mod 2 min	c mod 2 max	c mod 3	c mod 3 chance	c mod 3 param	c mod 3 min	c mod 3 max	c mod 4	c mod 4 chance	c mod 4 param	c mod 4 min	c mod 4 max	c mod 5	c mod 5 chance	c mod 5 param	c mod 5 min	c mod 5 max	*eol
Crafting Scroll T1 Life Leech	1				100	15	367	1		2	weap	c04						useitem			100	lifesteal			1	2	crafting-potential			-1	-25																																																																										0
Crafting Scroll T1 Life Leech	1				100	15	367	1		2	glov	c04						useitem			100	lifesteal			1	2	crafting-potential			-1	-25																																																																										0
Crafting Scroll T1 Life Leech	1				100	15	367	1		2	misl	c04						useitem			100	lifesteal			1	2	crafting-potential			-1	-25																																																																										0
Crafting Scroll T1 Mana Leech	1				100	15	367	1		2	weap	c05						useitem			100	manasteal			1	2	crafting-potential			-1	-25																																																																										0
Crafting Scroll T1 Mana Leech	1				100	15	367	1		2	glov	c05						useitem			100	manasteal			1	2	crafting-potential			-1	-25																																																																										0
Crafting Scroll T1 Mana Leech	1				100	15	367	1		2	misl	c05						useitem			100	manasteal			1	2	crafting-potential			-1	-25																																																																										0
Crafting Scroll T1 Life After Each Kill	1				100	15	367	1		2	weap	c06						useitem			100	heal-kill			1	1	crafting-potential			-1	-25																																																																										0
Crafting Scroll T1 Life After Each Kill	1				100	15	367	1		2	glov	c06						useitem			100	heal-kill			1	1	crafting-potential			-1	-25																																																																										0
Crafting Scroll T1 Life After Each Kill	1				100	15	367	1		2	misl	c06						useitem			100	heal-kill			1	1	crafting-potential			-1	-25																																																																										0
Crafting Scroll T1 Mana after each kill	1				100	15	367	1		2	weap	c07						useitem			100	mana-kill			1	1	crafting-potential			-1	-25																																																																										0
Crafting Scroll T1 Mana after each kill	1				100	15	367	1		2	glov	c07						useitem			100	mana-kill			1	1	crafting-potential			-1	-25																																																																										0
Crafting Scroll T1 Mana after each kill	1				100	15	367	1		2	misl	c07						useitem			100	mana-kill			1	1	crafting-potential			-1	-25																																																																										0
Crafting Scroll T1 -% Target Defense	1				100	15	367	1		2	weap	c08						useitem			100	reduce-ac			2	5	crafting-potential			-1	-25																																																																										0
Crafting Scroll T1 -% Target Defense	1				100	15	367	1		2	glov	c08						useitem			100	reduce-ac			2	5	crafting-potential			-1	-25																																																																										0
Crafting Scroll T1 -% Target Defense	1				100	15	367	1		2	misl	c08						useitem			100	reduce-ac			2	5	crafting-potential			-1	-25																																																																										0
Crafting Scroll T1 Attack Rating	1				100	15	367	1		2	weap	c09						useitem			100	att			5	15	crafting-potential			-1	-25																																																																										0
Crafting Scroll T1 Attack Rating	1				100	15	367	1		2	helm	c09						useitem			100	att			5	15	crafting-potential			-1	-25																																																																										0
Crafting Scroll T1 Attack Rating	1				100	15	367	1		2	tors	c09						useitem			100	att			5	15	crafting-potential			-1	-25																																																																										0
Crafting Scroll T1 Attack Rating	1				100	15	367	1		2	misl	c09						useitem			100	att			5	15	crafting-potential			-1	-25																																																																										0
Crafting Scroll T1 Enhanced Defense	1				100	15	367	1		2	helm	c10						useitem			100	ac%			1	10	crafting-potential			-1	-25																																																																										0
Crafting Scroll T1 Enhanced Defense	1				100	15	367	1		2	tors	c10						useitem			100	ac%			1	10	crafting-potential			-1	-25																																																																										0
Crafting Scroll T1 Enhanced Defense	1				100	15	367	1		2	belt	c10						useitem			100	ac%			1	10	crafting-potential			-1	-25																																																																										0
Crafting Scroll T1 Enhanced Defense	1				100	15	367	1		2	boot	c10						useitem			100	ac%			1	10	crafting-potential			-1	-25																																																																										0
Crafting Scroll T1 Enhanced Defense	1				100	15	367	1		2	glov	c10						useitem			100	ac%			1	10	crafting-potential			-1	-25																																																																										0
Crafting Scroll T1 Enhanced Defense	1				100	15	367	1		2	shld	c10						useitem			100	ac%			1	10	crafting-potential			-1	-25																																																																										0
Crafting Scroll T1 Faster Hit Recovery	1				100	15	367	1		2	helm	c11						useitem			100	balance3			1	2	crafting-potential			-1	-25																																																																										0
Crafting Scroll T1 Faster Hit Recovery	1				100	15	367	1		2	tors	c11						useitem			100	balance3			1	2	crafting-potential			-1	-25																																																																										0
Crafting Scroll T1 Faster Hit Recovery	1				100	15	367	1		2	belt	c11						useitem			100	balance3			1	2	crafting-potential			-1	-25																																																																										0
Crafting Scroll T1 Faster Hit Recovery	1				100	15	367	1		2	boot	c11						useitem			100	balance3			1	2	crafting-potential			-1	-25																																																																										0
Crafting Scroll T1 Faster Hit Recovery	1				100	15	367	1		2	shld	c11						useitem			100	balance3			1	2	crafting-potential			-1	-25																																																																										0
Crafting Scroll T1 Life	1				100	15	367	1		2	helm	c12						useitem			100	hp			2	5	crafting-potential			-1	-25																																																																										0
Crafting Scroll T1 Life	1				100	15	367	1		2	tors	c12						useitem			100	hp			2	5	crafting-potential			-1	-25																																																																										0
Crafting Scroll T1 Life	1				100	15	367	1		2	belt	c12						useitem			100	hp			2	5	crafting-potential			-1	-25																																																																										0
Crafting Scroll T1 Life	1				100	15	367	1		2	boot	c12						useitem			100	hp			2	5	crafting-potential			-1	-25																																																																										0
Crafting Scroll T1 Life	1				100	15	367	1		2	ring	c12						useitem			100	hp			2	5	crafting-potential			-1	-25																																																																										0
Crafting Scroll T1 Life	1				100	15	367	1		2	amul	c12						useitem			100	hp			2	5	crafting-potential			-1	-25																																																																										0
Crafting Scroll T1 Life	1				100	15	367	1		2	shld	c12						useitem			100	hp			2	5	crafting-potential			-1	-25																																																																										0
Crafting Scroll T1 Mana	1				100	15	367	1		2	helm	c13						useitem			100	mana			2	5	crafting-potential			-1	-25																																																																										0
Crafting Scroll T1 Mana	1				100	15	367	1		2	tors	c13						useitem			100	mana			2	5	crafting-potential			-1	-25																																																																										0
Crafting Scroll T1 Mana	1				100	15	367	1		2	belt	c13						useitem			100	mana			2	5	crafting-potential			-1	-25																																																																										0
Crafting Scroll T1 Mana	1				100	15	367	1		2	boot	c13						useitem			100	mana			2	5	crafting-potential			-1	-25																																																																										0
Crafting Scroll T1 Mana	1				100	15	367	1		2	ring	c13						useitem			100	mana			2	5	crafting-potential			-1	-25																																																																										0
Crafting Scroll T1 Mana	1				100	15	367	1		2	amul	c13						useitem			100	mana			2	5	crafting-potential			-1	-25																																																																										0
Crafting Scroll T1 Mana	1				100	15	367	1		2	shld	c13						useitem			100	mana			2	5	crafting-potential			-1	-25																																																																										0
Crafting Scroll T1 Fire Resistance	1				100	15	367	1		2	helm	c14						useitem			100	res-fire			1	2	crafting-potential			-1	-25																																																																										0
Crafting Scroll T1 Fire Resistance	1				100	15	367	1		2	tors	c14						useitem			100	res-fire			1	2	crafting-potential			-1	-25																																																																										0
Crafting Scroll T1 Fire Resistance	1				100	15	367	1		2	belt	c14						useitem			100	res-fire			1	2	crafting-potential			-1	-25																																																																										0
Crafting Scroll T1 Fire Resistance	1				100	15	367	1		2	boot	c14						useitem			100	res-fire			1	2	crafting-potential			-1	-25																																																																										0
Crafting Scroll T1 Fire Resistance	1				100	15	367	1		2	ring	c14						useitem			100	res-fire			1	2	crafting-potential			-1	-25																																																																										0
Crafting Scroll T1 Fire Resistance	1				100	15	367	1		2	amul	c14						useitem			100	res-fire			1	2	crafting-potential			-1	-25																																																																										0
Crafting Scroll T1 Fire Resistance	1				100	15	367	1		2	glov	c14						useitem			100	res-fire			1	2	crafting-potential			-1	-25																																																																										0
Crafting Scroll T1 Fire Resistance	1				100	15	367	1		2	shld	c14						useitem			100	res-fire			1	2	crafting-potential			-1	-25																																																																										0
Crafting Scroll T1 Cold Resistance	1				100	15	367	1		2	helm	c15						useitem			100	res-cold			1	2	crafting-potential			-1	-25																																																																										0
Crafting Scroll T1 Cold Resistance	1				100	15	367	1		2	tors	c15						useitem			100	res-cold			1	2	crafting-potential			-1	-25																																																																										0
Crafting Scroll T1 Cold Resistance	1				100	15	367	1		2	belt	c15						useitem			100	res-cold			1	2	crafting-potential			-1	-25																																																																										0
Crafting Scroll T1 Cold Resistance	1				100	15	367	1		2	boot	c15						useitem			100	res-cold			1	2	crafting-potential			-1	-25																																																																										0
Crafting Scroll T1 Cold Resistance	1				100	15	367	1		2	ring	c15						useitem			100	res-cold			1	2	crafting-potential			-1	-25																																																																										0
Crafting Scroll T1 Cold Resistance	1				100	15	367	1		2	amul	c15						useitem			100	res-cold			1	2	crafting-potential			-1	-25																																																																										0
Crafting Scroll T1 Cold Resistance	1				100	15	367	1		2	glov	c15						useitem			100	res-cold			1	2	crafting-potential			-1	-25																																																																										0
Crafting Scroll T1 Cold Resistance	1				100	15	367	1		2	shld	c15						useitem			100	res-cold			1	2	crafting-potential			-1	-25																																																																										0
Crafting Scroll T1 Lightning Resistance	1				100	15	367	1		2	helm	c16						useitem			100	res-ltng			1	2	crafting-potential			-1	-25																																																																										0
Crafting Scroll T1 Lightning Resistance	1				100	15	367	1		2	tors	c16						useitem			100	res-ltng			1	2	crafting-potential			-1	-25																																																																										0
Crafting Scroll T1 Lightning Resistance	1				100	15	367	1		2	belt	c16						useitem			100	res-ltng			1	2	crafting-potential			-1	-25																																																																										0
Crafting Scroll T1 Lightning Resistance	1				100	15	367	1		2	boot	c16						useitem			100	res-ltng			1	2	crafting-potential			-1	-25																																																																										0
Crafting Scroll T1 Lightning Resistance	1				100	15	367	1		2	ring	c16						useitem			100	res-ltng			1	2	crafting-potential			-1	-25																																																																										0
Crafting Scroll T1 Lightning Resistance	1				100	15	367	1		2	amul	c16						useitem			100	res-ltng			1	2	crafting-potential			-1	-25																																																																										0
Crafting Scroll T1 Lightning Resistance	1				100	15	367	1		2	glov	c16						useitem			100	res-ltng			1	2	crafting-potential			-1	-25																																																																										0
Crafting Scroll T1 Lightning Resistance	1				100	15	367	1		2	shld	c16						useitem			100	res-ltng			1	2	crafting-potential			-1	-25																																																																										0
Crafting Scroll T1 Poison Resistance	1				100	15	367	1		2	helm	c17						useitem			100	res-pois			1	2	crafting-potential			-1	-25																																																																										0
Crafting Scroll T1 Poison Resistance	1				100	15	367	1		2	tors	c17						useitem			100	res-pois			1	2	crafting-potential			-1	-25																																																																										0
Crafting Scroll T1 Poison Resistance	1				100	15	367	1		2	belt	c17						useitem			100	res-pois			1	2	crafting-potential			-1	-25																																																																										0
Crafting Scroll T1 Poison Resistance	1				100	15	367	1		2	boot	c17						useitem			100	res-pois			1	2	crafting-potential			-1	-25																																																																										0
Crafting Scroll T1 Poison Resistance	1				100	15	367	1		2	ring	c17						useitem			100	res-pois			1	2	crafting-potential			-1	-25																																																																										0
Crafting Scroll T1 Poison Resistance	1				100	15	367	1		2	amul	c17						useitem			100	res-pois			1	2	crafting-potential			-1	-25																																																																										0
Crafting Scroll T1 Poison Resistance	1				100	15	367	1		2	glov	c17						useitem			100	res-pois			1	2	crafting-potential			-1	-25																																																																										0
Crafting Scroll T1 Poison Resistance	1				100	15	367	1		2	shld	c17						useitem			100	res-pois			1	2	crafting-potential			-1	-25																																																																										0
Crafting Scroll T1 Regenerate Mana	1				100	15	367	1		2	helm	c18						useitem			100	regen-mana			1	3	crafting-potential			-1	-25																																																																										0
Crafting Scroll T1 Regenerate Mana	1				100	15	367	1		2	belt	c18						useitem			100	regen-mana			1	3	crafting-potential			-1	-25																																																																										0
Crafting Scroll T1 Regenerate Mana	1				100	15	367	1		2	ring	c18						useitem			100	regen-mana			1	3	crafting-potential			-1	-25																																																																										0
Crafting Scroll T1 Regenerate Mana	1				100	15	367	1		2	amul	c18						useitem			100	regen-mana			1	3	crafting-potential			-1	-25																																																																										0
Crafting Scroll T1 Replenish Life	1				100	15	367	1		2	tors	c19						useitem			100	regen			2	5	crafting-potential			-1	-25																																																																										0
Crafting Scroll T1 Replenish Life	1				100	15	367	1		2	belt	c19						useitem			100	regen			2	5	crafting-potential			-1	-25																																																																										0
Crafting Scroll T1 Replenish Life	1				100	15	367	1		2	boot	c19						useitem			100	regen			2	5	crafting-potential			-1	-25																																																																										0
Crafting Scroll T1 Replenish Life	1				100	15	367	1		2	ring	c19						useitem			100	regen			2	5	crafting-potential			-1	-25																																																																										0
Crafting Scroll T1 Replenish Life	1				100	15	367	1		2	amul	c19						useitem			100	regen			2	5	crafting-potential			-1	-25																																																																										0
Crafting Scroll T1 faster Run Walk	1				100	15	367	1		2	boot	c20						useitem			100	move3			1	4	crafting-potential			-1	-25																																																																										0
Crafting Scroll T1 faster Run Walk	1				100	15	367	1		2	misl	c20						useitem			100	move3			1	4	crafting-potential			-1	-25																																																																										0
Crafting Scroll T1 Damage to Mana	1				100	15	367	1		2	shld	c21						useitem			100	dmg-to-mana			2	4	crafting-potential			-1	-25																																																																										0
Crafting Scroll T1 Faster Block Rate	1				100	15	367	1		2	shld	c22						useitem			100	block3			2	5	crafting-potential			-1	-25																																																																										0
